brand,model,battery_range,motor_power,age,weight,top_speed,has_gps,has_app,warranty,price,date
Haibike,XDURO,73,2000,7,25,26,True,True,3,2523.097349862533,2024-10-28 03:07:52.577268
Rad Power Bikes,RadRunner,137,1000,1,27,40,True,True,5,3594.5153255637747,2025-07-26 03:07:52.577370
VanMoof,VanMoof A5,23,2000,3,17,41,False,True,3,4303.524926103029,2025-08-11 03:07:52.577471
Haibike,FullSuspension,28,250,6,17,27,True,True,5,500.0,2025-04-24 03:07:52.577572
Rad Power Bikes,RadRover,116,500,4,34,40,True,False,1,958.6454812281174,2024-12-23 03:07:52.577674
Super73,Z1,135,1000,2,23,42,True,False,3,3736.751691940937,2025-03-06 03:07:52.577776
VanMoof,VanMoof A5,116,1500,0,26,34,False,False,2,7292.2135285575405,2025-03-19 03:07:52.577877
Himo,T1,33,750,1,21,22,True,False,3,2106.8723780903088,2024-11-20 03:07:52.577982
Tesla,Model B,23,500,2,30,30,False,False,1,507.9416269109857,2024-09-24 03:07:52.578085
Tesla,CyberBike,60,350,3,29,22,True,True,5,1458.2458354071948,2024-09-24 03:07:52.578187
Tesla,Model B,138,250,7,29,41,True,True,3,500.0,2025-04-16 03:07:52.578289
VanMoof,VanMoof A5,23,500,7,29,32,False,False,3,891.0,2025-07-14 03:07:52.578392
Brose,C,39,1000,5,22,26,False,True,1,839.1097890949966,2025-05-21 03:07:52.578492
Niu,KQi,143,350,2,21,21,True,False,3,2771.1234288092155,2025-04-25 03:07:52.578594
Juiced,Juiced CrossCurrent,141,2000,0,25,41,True,False,2,6644.539198333769,2024-10-16 03:07:52.578696
Segway,Ninebot,58,750,6,22,40,True,True,3,794.8847592822707,2024-09-24 03:07:52.578798
BionX,PL-350,85,350,7,26,41,False,True,1,1421.0,2025-06-23 03:07:52.578901
Niu,MQi+,139,1500,6,24,37,False,False,5,3158.328096440878,2025-01-10 03:07:52.579008
Juiced,Juiced CrossCurrent,119,750,7,34,44,False,False,1,500.0,2024-11-02 03:07:52.579110
BionX,PL-350,86,750,1,15,32,False,True,1,2749.201135194022,2025-08-20 03:07:52.579212
Giant,Reign E+,21,500,3,30,40,True,False,5,950.037047903261,2024-09-23 03:07:52.579313
Brose,S Mag,99,500,6,34,26,True,True,3,500.0,2025-06-07 03:07:52.579414
Bosch,Active Line,114,2000,7,21,37,True,True,5,3358.2752520398,2024-11-21 03:07:52.579519
Panasonic,Center Motor,129,350,2,17,41,True,True,2,2447.47993928559,2024-09-25 03:07:52.579620
Xiaomi,Mi Pro,59,350,0,31,22,True,True,1,1569.1971219174795,2024-12-02 03:07:52.579726
Giant,Explore E+,101,500,6,15,25,True,True,1,984.0959813866534,2025-04-18 03:07:52.579828
Segway,GT1,115,250,4,17,22,False,True,2,1354.57074745916,2024-10-09 03:07:52.579930
BionX,CC-500,35,1000,4,21,26,False,False,2,1156.8336455749718,2025-03-21 03:07:52.580035
Segway,ES4,51,250,6,33,30,True,True,2,1270.0,2025-02-21 03:07:52.580140
Riese & Müller,Supercharger,75,250,0,20,40,False,False,2,2453.703275767382,2025-05-25 03:07:52.580242
Xiaomi,Mi Electric,72,500,5,26,23,False,True,5,924.3950341881997,2025-05-02 03:07:52.580343
Haibike,Sduro,130,2000,7,25,35,False,True,5,3095.1901066021346,2025-08-26 03:07:52.580443
Rad Power Bikes,RadWagon,89,2000,0,18,44,True,True,1,5239.5358354821265,2025-08-16 03:07:52.580544
Xiaomi,Mi Tour,35,250,2,18,35,True,True,1,910.9966203955673,2024-12-31 03:07:52.580646
Yamaha,PW-SE,68,2000,3,27,21,True,True,1,3164.248155788093,2025-08-01 03:07:52.580747
Rad Power Bikes,RadWagon,104,1000,0,29,22,True,True,3,3721.208725833199,2025-01-28 03:07:52.580854
Yamaha,PW-X,61,350,2,25,24,False,True,5,1730.046132984353,2025-06-07 03:07:52.580955
Yamaha,PW-TE,85,250,1,29,26,False,True,3,1923.5117406628,2025-05-21 03:07:52.581059
BionX,CC-500,129,500,2,19,39,True,True,5,3342.8829829916335,2025-02-16 03:07:52.581160
Tesla,Roadster,48,1500,4,20,36,True,False,1,3221.0267849746847,2025-04-05 03:07:52.581261
Segway,GT2,69,1500,1,30,44,True,True,2,3043.916593631513,2025-01-07 03:07:52.581363
Aventon,Aventon Pace 500,81,250,2,15,36,True,False,1,2205.5644014500567,2024-12-25 03:07:52.581464
Aventon,Aventon Sinch,83,1500,3,22,43,True,False,1,3204.4266030773906,2025-04-20 03:07:52.581565
BionX,CC-500,141,500,7,31,25,False,False,1,500.0,2025-01-28 03:07:52.581666
Giant,Trance E+,77,500,7,17,35,True,False,5,836.9873664069597,2025-03-04 03:07:52.581766
BionX,PL-500,103,350,0,31,22,False,False,2,2039.9271063042606,2025-01-11 03:07:52.581867
Rad Power Bikes,RadCity,54,350,7,16,41,False,False,1,1480.0,2025-08-17 03:07:52.581970
Xiaomi,Mi 3,61,250,0,19,25,True,True,1,1822.5153845931702,2025-06-19 03:07:52.582074
Niu,MQi+,28,750,0,24,24,True,False,5,2573.7039617244936,2025-03-16 03:07:52.582176
Tesla,Model B,72,750,4,31,31,True,False,1,1078.593830885489,2025-08-04 03:07:52.582280
BionX,CC-500,70,350,6,18,37,False,False,2,500.0,2025-05-27 03:07:52.582380
BionX,CC-500,23,250,7,26,22,False,True,5,751.0,2025-04-28 03:07:52.582482
Rad Power Bikes,RadWagon,85,2000,4,28,21,False,True,1,3075.8490504684232,2025-02-02 03:07:52.582581
Juiced,Juiced RipCurrent,96,1500,0,23,35,True,True,5,6025.976566449253,2025-01-16 03:07:52.582683
Xiaomi,Mi Lite,34,350,6,15,21,False,True,1,576.0,2025-05-15 03:07:52.582786
Xiaomi,Mi 3,21,500,6,30,27,True,False,3,1417.0,2025-09-14 03:07:52.582889
Brose,C,118,250,1,30,29,True,True,1,2275.3752693454717,2025-06-12 03:07:52.582988
Niu,NQi+,69,2000,7,28,28,False,False,3,1823.5269281760711,2025-04-14 03:07:52.583093
Aventon,Aventon Sinch,133,750,0,19,42,True,True,5,4943.17586901003,2024-12-31 03:07:52.583195
Riese & Müller,GTS,137,250,3,29,32,False,False,3,1824.9758771096167,2024-11-07 03:07:52.583298
Giant,Reign E+,128,750,4,28,35,False,True,5,2718.2436826274297,2024-11-27 03:07:52.583400
Xiaomi,Mi 3,50,1500,3,34,30,True,True,5,2529.404231503693,2025-01-12 03:07:52.583502
VanMoof,VanMoof X3,126,1500,7,27,22,True,False,2,2590.794223734543,2024-10-08 03:07:52.583603
Tesla,CyberBike,125,350,4,21,37,False,False,5,2795.44217923595,2025-07-04 03:07:52.583705
Aventon,Aventon Sinch,46,500,2,21,28,False,True,1,1448.2243946509036,2025-01-21 03:07:52.583807
Rad Power Bikes,RadRunner,62,250,7,17,27,True,True,2,1219.0,2025-03-05 03:07:52.583910
Niu,MQi,93,750,6,26,27,True,True,1,779.0029385450399,2025-09-07 03:07:52.584009
VanMoof,VanMoof N3,58,250,5,19,35,False,False,1,566.0,2024-12-24 03:07:52.584115
Himo,C1,45,2000,6,31,35,False,True,2,1613.3050464331727,2025-09-02 03:07:52.584215
Himo,C26,122,1500,6,17,37,False,False,1,2867.8612639305156,2025-01-24 03:07:52.584317
Bosch,Active Line,146,1500,6,22,27,True,True,3,2522.1073896342823,2025-04-25 03:07:52.584418
Giant,Reign E+,30,350,0,23,25,False,False,1,1381.2156201537134,2024-12-27 03:07:52.584519
Tesla,CyberBike,79,350,7,33,37,True,False,3,767.0,2025-06-09 03:07:52.584623
Haibike,Sduro,96,750,7,30,29,False,False,5,522.6113202483726,2025-04-30 03:07:52.584722
Brose,S Mag,141,250,0,15,33,False,False,5,3283.3263705117915,2024-11-09 03:07:52.584823
VanMoof,VanMoof S3,141,1000,0,28,26,True,False,2,5934.396942835166,2024-12-05 03:07:52.584930
Riese & Müller,Supercharger,25,750,5,19,37,True,False,1,500.0,2025-01-06 03:07:52.585032
Haibike,XDURO,132,250,4,19,31,True,False,3,2048.825662300439,2024-12-25 03:07:52.585136
Panasonic,Center Motor,97,250,3,21,36,False,True,3,1517.8118492624403,2024-09-27 03:07:52.585237
Haibike,Sduro,100,250,0,29,35,True,True,3,2934.97274282006,2025-03-24 03:07:52.585339
Panasonic,Center Motor,85,1000,6,23,25,True,True,3,1271.2952462721419,2025-07-11 03:07:52.585440
VanMoof,VanMoof A5,61,500,4,18,22,False,True,1,1183.1063697706495,2025-02-10 03:07:52.585540
Segway,Max G30P,42,350,6,15,24,False,False,3,500.0,2025-06-08 03:07:52.585642
Juiced,Juiced RipCurrent,57,750,7,31,39,False,True,2,1455.0,2025-04-20 03:07:52.585745
Segway,GT2,141,1500,4,16,23,True,False,5,4001.4388249312815,2025-06-24 03:07:52.585845
Super73,RX,92,350,2,33,21,False,True,3,1720.998259700214,2025-02-28 03:07:52.585946
Bosch,Active Line,28,350,0,34,26,True,True,5,2008.3692297783427,2025-01-05 03:07:52.586047
Niu,KQi,45,1500,1,15,41,True,True,1,4325.44116157001,2025-06-30 03:07:52.586151
VanMoof,VanMoof X3,81,350,5,32,21,True,False,2,792.0,2025-05-23 03:07:52.586254
Segway,Max G30P,79,250,1,20,33,True,False,2,1808.00553755929,2025-07-14 03:07:52.586354
Xiaomi,Mi 4,41,2000,7,22,38,True,False,2,1288.5886568523954,2025-03-27 03:07:52.586455
Brose,S Mag,33,250,7,22,36,False,True,3,1020.0,2025-01-01 03:07:52.586558
VanMoof,VanMoof S3,70,750,0,25,27,False,False,5,4667.346521816263,2025-04-01 03:07:52.586658
Rad Power Bikes,RadWagon,45,1500,0,33,34,True,False,1,3178.89817548218,2025-05-11 03:07:52.586759
Giant,Trance E+,115,350,1,31,21,True,True,5,2802.441083445153,2024-11-15 03:07:52.586860
Panasonic,Rear Hub,134,1500,4,21,26,True,True,5,4201.086965952649,2025-08-03 03:07:52.586961
Juiced,Juiced Bikes Scrambler,38,350,0,20,30,False,True,1,1597.9793261889808,2025-06-08 03:07:52.587062
Super73,RX,31,750,0,32,37,True,False,3,2161.3928632016623,2025-03-31 03:07:52.587166
Segway,Max G30P,53,1000,7,26,20,False,False,5,529.5497062741761,2024-10-03 03:07:52.587268
Xiaomi,Mi Super,64,500,5,26,30,True,False,1,500.0,2025-07-21 03:07:52.587373
Brose,S Mag,141,250,4,26,33,False,True,5,1909.9164774847497,2025-07-04 03:07:52.587474
Haibike,Sduro,115,1000,7,19,28,True,False,1,1104.6597100315932,2024-09-26 03:07:52.587580
BionX,PL-500,32,2000,7,15,42,True,False,5,2515.905416188662,2025-01-03 03:07:52.587685
Niu,KQi,86,1500,0,31,24,False,True,3,4053.0824879124025,2024-12-03 03:07:52.587787
Riese & Müller,GTS,50,1000,2,34,36,True,True,5,2774.9600909019464,2025-09-11 03:07:52.587889
Bosch,Performance Line CX,135,1500,4,26,29,False,False,5,3882.5147064506455,2025-02-24 03:07:52.587989
Riese & Müller,Charger,124,1500,5,27,42,True,True,5,3390.995063846606,2025-06-25 03:07:52.588090
Aventon,Aventon Path,31,750,7,23,38,False,False,3,915.0,2025-03-07 03:07:52.588195
Juiced,Juiced Bikes Scrambler,129,250,1,18,43,True,True,5,3694.966820807806,2025-01-17 03:07:52.588295
Giant,Reign E+,119,350,0,34,26,False,False,3,2532.1493571801093,2025-02-03 03:07:52.588395
Aventon,Aventon Pace 500,64,500,4,18,40,True,True,1,1135.5564826798557,2024-10-08 03:07:52.588496
Segway,ES4,103,1000,7,15,36,True,True,2,1644.5178839121158,2025-03-03 03:07:52.588597
Tesla,City Bike,106,750,1,22,28,True,True,1,4409.976141680169,2024-11-17 03:07:52.588699
Bosch,Active Line,41,250,6,33,40,True,False,3,581.0,2025-04-21 03:07:52.588802
Tesla,Roadster,80,1000,1,23,26,False,True,5,4546.464832705329,2025-08-30 03:07:52.588902
VanMoof,VanMoof S3,25,1000,5,17,22,False,False,1,913.0869292352401,2024-11-28 03:07:52.589006
Haibike,FullSuspension,121,1000,6,30,39,False,False,3,1285.6766792647177,2025-07-30 03:07:52.589106
VanMoof,VanMoof X3,54,1500,0,30,42,False,True,2,5293.75019808411,2025-05-08 03:07:52.589209
Panasonic,Rear Hub,59,1500,2,19,26,False,False,5,3953.9923337445834,2025-08-02 03:07:52.589310
BionX,PL-350,133,2000,6,24,33,False,True,2,3001.7383309453176,2025-08-21 03:07:52.589409
Tesla,Sport Bike,48,500,7,28,21,False,True,2,1299.0,2025-02-23 03:07:52.589513
Yamaha,PW-X,54,1000,1,17,33,False,True,2,3109.7774412370663,2025-01-08 03:07:52.589612
Riese & Müller,Supercharger,44,1000,0,18,39,True,False,1,3209.922350450855,2025-08-07 03:07:52.589712
Himo,T1 Pro,106,1000,0,34,23,False,False,5,3322.242088564597,2025-04-10 03:07:52.589813
Himo,C20,101,1000,2,34,27,False,True,2,2219.5752618120905,2025-03-01 03:07:52.589914
Xiaomi,Mi Pro,97,2000,5,29,41,True,False,3,2538.17671511994,2024-09-17 03:07:52.590015
Aventon,Aventon Path,64,250,7,24,43,False,False,3,1169.0,2025-06-11 03:07:52.590128
Brose,A Mag,70,500,7,15,34,True,True,3,500.0,2025-07-11 03:07:52.590230
Segway,GT1,43,1000,3,26,29,True,False,2,1418.5939894013554,2025-06-20 03:07:52.590332
Xiaomi,Mi Lite,38,1500,3,26,42,True,False,5,2767.1345070522393,2025-04-03 03:07:52.590433
Haibike,FullSuspension,77,1500,5,33,39,False,True,1,1702.6688639543656,2025-09-03 03:07:52.590533
Bosch,Active Line,143,2000,3,21,20,False,False,2,4345.075074771901,2025-02-02 03:07:52.590633
Brose,A Mag,92,750,2,34,23,True,True,5,2742.1124877959073,2024-09-20 03:07:52.590734
Brose,S Mag,36,750,2,24,29,False,False,5,1902.3718482603108,2024-09-30 03:07:52.590834
Rad Power Bikes,RadCity,137,750,2,26,37,False,True,2,3199.765355815911,2025-02-14 03:07:52.590935
Segway,GT2,91,2000,5,17,21,False,True,1,2300.6260971426464,2025-05-05 03:07:52.591037
Aventon,Aventon Path,26,750,5,15,22,True,False,2,631.6507022781152,2025-06-22 03:07:52.591137
Tesla,Sport Bike,128,500,6,18,20,True,True,1,1599.9991176328128,2025-06-26 03:07:52.591241
Niu,NQi,33,250,4,32,29,False,False,5,722.0,2024-11-12 03:07:52.591344
VanMoof,VanMoof X3,80,250,5,22,20,True,True,3,837.7790338406389,2024-12-16 03:07:52.591443
BionX,CC-500,76,500,2,18,30,True,False,3,2232.3641102245438,2025-06-22 03:07:52.591544
Himo,C20,88,2000,7,31,39,True,True,5,2340.0191823975656,2024-12-10 03:07:52.591646
Giant,Trance E+,40,1000,3,21,23,True,True,3,2058.7490671171763,2025-01-27 03:07:52.591747
Rad Power Bikes,RadRunner,80,350,1,32,27,True,False,3,1947.45686147743,2025-05-16 03:07:52.591848
Juiced,Juiced Bikes Scrambler,141,2000,2,29,32,True,True,3,4696.105351924432,2024-12-08 03:07:52.591954
Rad Power Bikes,RadRover,56,2000,4,34,20,True,False,1,1956.499903743817,2025-05-23 03:07:52.592055
Segway,Max G30P,110,2000,5,20,22,True,False,3,3402.881032059832,2025-06-16 03:07:52.592156
Panasonic,Mid Drive,116,500,0,29,24,True,False,5,3254.6629396776925,2025-05-17 03:07:52.592259
Super73,RX Pro,51,1500,2,32,35,False,True,1,2101.2461848659104,2025-07-22 03:07:52.592361
Haibike,Sduro,130,750,7,21,28,False,True,2,1175.2296127432082,2024-12-06 03:07:52.592461
Segway,Max G30P,102,350,4,32,20,True,False,1,595.8447484624589,2025-01-07 03:07:52.592563
Haibike,XDURO,146,750,1,20,42,True,True,1,4081.719333392405,2025-04-03 03:07:52.592666
Bosch,Active Line,122,1000,6,27,35,True,False,1,1506.5636755667479,2024-10-22 03:07:52.592767
Haibike,XDURO,113,250,1,15,44,False,False,2,2934.038452800522,2025-08-14 03:07:52.592868
Tesla,City Bike,84,500,6,16,37,True,False,1,746.5076174798082,2024-11-08 03:07:52.592972
Giant,Trance E+,100,1000,4,33,35,False,True,5,1806.1528091559746,2025-01-19 03:07:52.593073
Himo,C20,110,350,7,19,41,False,False,5,655.9428138138541,2025-01-08 03:07:52.593174
Rad Power Bikes,RadMini,114,2000,3,28,34,True,True,2,4212.085463542919,2025-02-01 03:07:52.593278
Niu,KQi,67,1000,3,26,41,False,False,3,2267.9385596167076,2025-08-25 03:07:52.593378
Yamaha,PW-TE,149,250,6,20,43,False,False,2,985.3469331654763,2024-11-29 03:07:52.593478
Tesla,Roadster,51,1000,5,29,26,False,True,3,1003.7566118673595,2025-05-14 03:07:52.593579
Aventon,Aventon Path,64,250,5,26,22,True,True,3,500.0,2024-11-06 03:07:52.593680
Juiced,Juiced RipCurrent,27,1000,7,26,22,True,True,5,500.0,2024-11-28 03:07:52.593781
Giant,Reign E+,117,250,7,17,41,False,False,3,504.3506317629694,2025-06-03 03:07:52.593886
Super73,RX Pro,54,500,6,29,40,False,True,1,1463.0,2024-10-09 03:07:52.593990
Tesla,Sport Bike,69,500,7,28,36,True,True,5,692.0,2025-07-30 03:07:52.594092
Tesla,CyberBike,35,2000,7,28,29,True,True,1,2005.1581331376574,2025-03-25 03:07:52.594192
Rad Power Bikes,RadRunner,85,1000,0,19,34,False,True,5,3993.429390299914,2024-11-18 03:07:52.594295
Tesla,City Bike,69,1500,3,32,40,False,False,3,3401.4953951140164,2024-10-13 03:07:52.594397
Giant,Explore E+,108,2000,2,30,33,True,False,1,4541.415525954646,2025-08-06 03:07:52.594497
Super73,S2 Z,48,350,6,23,27,True,True,5,500.0,2025-07-24 03:07:52.594598
Aventon,Aventon Sinch,93,750,1,21,23,True,True,2,2675.975757950411,2025-04-21 03:07:52.594699
Juiced,Juiced Bikes Scrambler,49,1000,6,15,21,False,True,1,880.0137178100756,2024-10-16 03:07:52.594799
Riese & Müller,GTS,147,250,2,26,30,True,False,3,2913.4302553667885,2025-08-11 03:07:52.594899
Panasonic,Rear Hub,70,250,4,32,35,False,True,3,500.0,2025-07-11 03:07:52.595000
Super73,RX,72,750,6,26,39,False,False,1,500.0,2024-09-30 03:07:52.595101
Niu,MQi,102,350,5,18,44,True,False,5,1503.7161415607914,2025-03-02 03:07:52.595203
BionX,CC-500,130,350,0,15,38,False,False,1,3760.3565293103734,2025-07-13 03:07:52.595308
Juiced,Juiced Bikes Scrambler,99,1000,4,30,23,True,True,2,2217.919683267476,2025-04-09 03:07:52.595410
Tesla,Model B,128,2000,1,23,25,False,True,3,6627.099590456617,2025-01-01 03:07:52.595511
VanMoof,VanMoof A5,52,1000,3,33,38,False,False,5,2229.1199894041274,2025-02-21 03:07:52.595612
Juiced,Juiced CrossCurrent,69,750,7,31,21,False,False,3,1402.0,2025-07-12 03:07:52.595715
Xiaomi,Mi Lite,24,500,3,24,44,False,True,3,625.4548498960512,2024-10-19 03:07:52.595814
Segway,GT1,49,500,6,33,21,False,True,1,1177.0,2024-11-29 03:07:52.595918
Yamaha,PW-X,85,750,5,26,28,True,False,3,1236.0214230149843,2025-05-18 03:07:52.596018
Juiced,Juiced CrossCurrent,113,250,7,23,21,False,True,1,1466.0,2025-05-27 03:07:52.596121
Super73,S2 Z,75,1500,1,21,40,False,False,2,4097.908360303895,2025-04-01 03:07:52.596222
Rad Power Bikes,RadMini,113,1500,1,31,33,True,False,3,4948.282612533759,2025-07-29 03:07:52.596326
Juiced,Juiced CrossCurrent,23,1500,3,25,36,False,True,5,2055.421291096394,2025-09-09 03:07:52.596428
Xiaomi,Mi Lite,20,350,2,21,28,True,False,2,991.7471383742984,2025-03-04 03:07:52.596529
BionX,PL-350,124,500,0,27,33,True,False,3,3082.882712019737,2025-08-15 03:07:52.596629
Haibike,XDURO,73,1500,5,21,28,True,False,2,1942.7551412238672,2024-10-08 03:07:52.596730
Riese & Müller,GTS,71,1500,5,28,25,True,False,1,1792.0383926278157,2025-06-29 03:07:52.596831
Tesla,City Bike,135,500,7,16,37,False,False,2,1473.7079997707774,2025-01-01 03:07:52.596932
Aventon,Aventon Pace 500,52,250,6,26,24,True,True,2,1450.0,2024-11-23 03:07:52.597036
Segway,ES2,25,750,4,17,26,True,True,2,1080.2526987652698,2025-02-14 03:07:52.597135
Rad Power Bikes,RadMini,80,250,2,22,20,False,True,5,1684.539881680824,2025-04-25 03:07:52.597236
Haibike,XDURO,47,1000,2,24,25,True,False,1,1996.1212812846986,2025-02-20 03:07:52.597339
Giant,Trance E+,63,1000,0,21,42,True,True,1,3636.3508778383866,2024-11-23 03:07:52.597439
Giant,Explore E+,80,250,0,15,44,True,False,1,3058.7395432630483,2024-10-31 03:07:52.597543
Giant,Explore E+,62,500,0,30,29,False,True,5,2636.2529500289866,2025-02-10 03:07:52.597643
Niu,NQi,67,750,5,34,22,False,True,1,500.0,2024-12-19 03:07:52.597746
Riese & Müller,Supercharger,46,500,7,30,32,True,True,1,828.0,2025-03-07 03:07:52.597849
Giant,Explore E+,114,1500,4,28,24,False,True,5,2851.729642981664,2025-06-29 03:07:52.597953
Giant,Reign E+,110,1000,5,16,39,False,True,5,2963.2542390629324,2025-01-25 03:07:52.598054
Rad Power Bikes,RadMini,124,500,0,31,44,True,False,2,2627.421519441153,2025-05-26 03:07:52.598156
Xiaomi,Mi Pro,141,1000,6,19,40,True,False,3,2158.713821722399,2024-10-09 03:07:52.598257
Super73,Z1 Black,48,1500,1,21,28,False,False,1,2633.3576463319982,2025-04-01 03:07:52.598362
Haibike,XDURO,45,250,6,20,34,True,True,1,1231.0,2025-07-16 03:07:52.598464
VanMoof,VanMoof X3,66,250,7,33,40,False,False,5,592.0,2025-03-17 03:07:52.598565
Xiaomi,Mi Electric,142,1000,6,28,30,True,False,3,1691.1068436170206,2024-11-12 03:07:52.598664
Panasonic,Mid Drive,52,250,7,28,25,True,False,3,722.0,2024-12-14 03:07:52.598767
Segway,ES4,102,1000,6,27,23,True,True,5,1681.6365970832658,2024-10-05 03:07:52.598867
Panasonic,Rear Hub,24,500,2,25,33,True,True,3,993.0830194636076,2025-08-01 03:07:52.598968
Yamaha,PW-TE,146,1000,1,21,40,True,True,5,4823.265480295802,2025-01-07 03:07:52.599069
Rad Power Bikes,RadRover,113,2000,3,34,41,True,True,3,4691.206348911919,2024-10-10 03:07:52.599171
Xiaomi,Mi Lite,117,1000,0,16,33,False,False,1,3183.6584068523157,2025-06-24 03:07:52.599274
Yamaha,PW-X,105,750,5,26,29,True,False,2,992.9407513953039,2025-06-07 03:07:52.599377
Juiced,Juiced CrossCurrent,116,1000,3,32,43,False,True,2,2420.0006315141923,2025-03-09 03:07:52.599478
Bosch,Active Line,125,1500,2,21,43,False,False,2,3765.707536884422,2025-06-11 03:07:52.599579
VanMoof,VanMoof S3,142,500,4,28,28,False,False,1,2175.4691266738755,2025-04-20 03:07:52.599680
Niu,MQi,70,2000,7,32,22,True,False,2,1736.4323275881466,2025-05-11 03:07:52.599781
Xiaomi,Mi Tour,145,250,5,31,30,False,True,3,972.9459565781143,2024-12-27 03:07:52.599882
Panasonic,Mid Drive,74,750,1,16,37,False,False,1,2521.8897551397035,2025-07-31 03:07:52.599983
Super73,S2 Z,132,500,1,16,27,True,True,5,4184.599662365834,2025-06-11 03:07:52.600085
BionX,PL-500,23,250,2,15,25,True,True,1,1098.1735435410012,2025-08-30 03:07:52.600186
VanMoof,VanMoof X3,61,350,1,29,21,False,False,5,2483.534971197634,2025-06-28 03:07:52.600290
Tesla,E-Bike X,123,2000,0,33,22,False,False,1,7009.59075880593,2025-08-11 03:07:52.600394
Panasonic,Rear Hub,72,250,4,26,25,False,False,5,794.573476734837,2025-06-19 03:07:52.600500
Super73,S2,80,1000,6,31,25,True,True,3,1057.1400799652856,2025-04-20 03:07:52.600602
Himo,Z20,132,1500,5,25,34,False,True,2,3800.8651643757894,2025-01-23 03:07:52.600704
Panasonic,Center Motor,77,500,3,33,24,False,False,3,765.5844883227626,2024-11-21 03:07:52.600805
Aventon,Aventon Sinch,78,350,4,25,27,False,False,1,500.0,2024-10-11 03:07:52.600906
Himo,C26,88,2000,2,27,36,False,True,5,4331.6683530252885,2025-05-08 03:07:52.601009
Brose,A Mag,48,1500,0,27,41,True,False,3,4123.701016222175,2025-03-01 03:07:52.601110
Riese & Müller,Supercharger,66,350,1,20,27,True,True,5,2994.228391664482,2024-10-04 03:07:52.601211
Panasonic,Mid Drive,144,350,2,23,30,False,True,3,2811.612057137356,2024-12-25 03:07:52.601312
Panasonic,Center Motor,54,750,3,21,30,False,False,5,1912.4875890814285,2024-11-14 03:07:52.601417
Niu,MQi,145,350,3,16,29,True,True,2,3129.142612831751,2024-11-07 03:07:52.601519
Tesla,City Bike,51,250,1,24,37,False,False,1,1604.5357446569556,2025-06-30 03:07:52.601620
Tesla,Model B,39,500,1,16,34,False,False,2,3247.9116144707396,2024-10-20 03:07:52.601721
Juiced,Juiced RipCurrent,84,2000,3,27,33,False,False,2,3300.155616853184,2025-09-08 03:07:52.601822
Tesla,Roadster,138,500,6,15,28,True,True,3,2421.879917228764,2025-02-14 03:07:52.601924
Yamaha,PW-X,50,1500,4,23,36,False,False,5,2593.823949834948,2025-04-23 03:07:52.602025
Xiaomi,Mi Electric,25,500,1,33,23,False,False,3,815.9391826676037,2025-07-16 03:07:52.602127
Riese & Müller,GTS,112,250,3,23,42,False,False,1,1534.3325790152362,2024-11-22 03:07:52.602227
Panasonic,Mid Drive,80,350,5,21,39,True,True,1,625.3389874452791,2025-01-30 03:07:52.602328
Brose,S Mag,128,1000,2,26,28,True,False,3,2633.6569323646418,2025-04-15 03:07:52.602431
Xiaomi,Mi Tour,79,250,2,27,43,False,True,1,1050.528266429208,2025-02-08 03:07:52.602533
Haibike,FullSuspension,27,750,4,31,42,False,True,3,500.0,2025-05-17 03:07:52.602634
Himo,T1,144,350,4,27,26,False,False,2,1449.6027431356185,2025-03-24 03:07:52.602735
Bosch,Performance Line,30,500,0,19,27,False,True,3,2216.510195048382,2025-02-20 03:07:52.602836
Himo,T1,34,500,6,15,26,False,False,1,802.0,2025-08-09 03:07:52.602939
Juiced,Juiced Bikes Scrambler,110,2000,5,32,28,False,False,2,2862.2022684577196,2025-03-30 03:07:52.603041
VanMoof,VanMoof X3,117,500,7,19,43,False,True,5,1103.1320844343281,2025-08-21 03:07:52.603142
Super73,S2 Z,59,2000,4,27,30,True,False,1,2706.255127842586,2025-08-11 03:07:52.603244
Brose,C,122,350,1,19,43,False,False,3,2791.782632368819,2025-05-25 03:07:52.603344
Bosch,Performance Line,97,1000,5,34,36,False,True,2,1061.0806681202257,2024-12-23 03:07:52.603448
Riese & Müller,Charger,99,1500,2,25,42,False,True,3,3798.3501414775765,2025-04-16 03:07:52.603549
Segway,Max G30,71,250,5,27,43,True,False,1,500.0,2024-09-23 03:07:52.603651
Bosch,Performance Line,121,1000,4,22,44,False,False,3,2567.591025758682,2025-01-22 03:07:52.603752
Brose,S Mag,66,1000,3,34,21,True,True,3,1660.4426569887978,2025-06-03 03:07:52.603852
Himo,T1 Pro,123,750,3,23,23,True,False,2,2660.2365933750025,2025-07-24 03:07:52.603954
Niu,NQi2,20,500,0,21,24,False,True,5,2687.4943947359325,2025-02-19 03:07:52.604056
Bosch,Active Line,62,750,0,32,21,False,False,5,2355.034192720467,2025-01-19 03:07:52.604157
Bosch,Active Line,92,750,3,34,35,False,True,2,1693.4792295689672,2025-06-03 03:07:52.604258
Bosch,Performance Line CX,145,350,2,20,39,True,True,5,3361.4290877570434,2025-08-28 03:07:52.604359
Giant,Reign E+,92,350,7,22,36,False,False,1,1425.0,2024-10-08 03:07:52.604465
Himo,T1 Pro,86,350,4,17,34,False,True,1,1292.387761027161,2024-12-27 03:07:52.604565
Juiced,Juiced Bikes Scrambler,120,750,6,24,23,False,False,1,852.0311902597366,2025-07-03 03:07:52.604668
